id,name,type,ordered,laid_down,commissioned,launched,fate,fate_type,fate_survivors,fate_lat,fat_lon,fate_dead,shipyard,ships_sunk
1,U-1,IIA,02/02/35,02/11/35,6/29/1935,6/15/1935,04/06/40,Sunk,0,54.14,5.07,24,"Deutsche Werke AG, Kiel",0
2,U-2,IIA,02/02/35,02/11/35,7/25/1935,07/01/35,04/08/44,Sunk,18,54.48,19.55,17,"Deutsche Werke AG, Kiel",0
3,U-3,IIA,02/02/35,02/11/35,08/06/35,7/19/1935,08/01/44,Decommissioned,0,,,0,"Deutsche Werke AG, Kiel",2
4,U-4,IIA,02/02/35,02/11/35,8/17/1935,7/31/1935,7/31/1944,Decommissioned,0,,,0,"Deutsche Werke AG, Kiel",3
5,U-5,IIA,02/02/35,02/11/35,8/31/1935,8/14/1935,3/19/1943,Sunk,16,54.4,19.45,21,"Deutsche Werke AG, Kiel",0
6,U-6,IIA,02/02/35,02/11/35,09/07/35,8/21/1935,08/07/44,Decommissioned,0,,,0,"Deutsche Werke AG, Kiel",0
7,U-7,IIB,7/20/1934,03/11/35,7/18/1935,6/29/1935,2/18/1944,Sunk,0,54.52,19.29,29,"F. Krupp Germaniawerft AG, Kiel",1
8,U-8,IIB,7/20/1934,3/25/1935,08/05/35,7/16/1935,3/31/1945,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
9,U-9,IIB,7/20/1934,04/08/35,8/21/1935,7/30/1935,8/20/1944,Sunk,0,44.1,28.41,0,"F. Krupp Germaniawerft AG, Kiel",7
10,U-10,IIB,7/20/1934,4/22/1935,09/09/35,8/13/1935,08/01/44,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",2
11,U-11,IIB,7/20/1934,05/06/35,9/21/1935,8/27/1935,01/05/45,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
12,U-12,IIB,7/20/1934,5/20/1935,9/30/1935,09/11/35,10/08/39,Sunk,0,51.1,1.3,27,"F. Krupp Germaniawerft AG, Kiel",0
13,U-13,IIB,02/02/35,6/20/1935,11/30/1935,11/09/35,5/31/1940,Sunk,26,52.26,2.02,0,"Deutsche Werke AG, Kiel",9
14,U-14,IIB,02/02/35,07/06/35,1/18/1936,12/28/1935,03/03/45,Decommissioned,0,,,0,"Deutsche Werke AG, Kiel",9
15,U-15,IIB,02/02/35,9/24/1935,03/07/36,2/15/1936,1/30/1940,Sunk,0,54.24,7.5,25,"Deutsche Werke AG, Kiel",3
16,U-16,IIB,02/02/35,08/05/35,5/16/1936,4/28/1936,10/25/1939,Scuttled,0,51.09,1.28,28,"Deutsche Werke AG, Kiel",1
17,U-17,IIB,02/02/35,07/01/35,12/03/35,11/14/1935,02/06/45,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",3
18,U-18,IIB,02/02/35,07/10/35,01/04/36,12/07/35,8/25/1944,Scuttled,0,43.52,28.51,0,"F. Krupp Germaniawerft AG, Kiel",2
19,U-19,IIB,02/02/35,7/20/1935,1/16/1936,12/21/1935,09/11/44,Scuttled,0,41.34,31.5,0,"F. Krupp Germaniawerft AG, Kiel",14
20,U-20,IIB,02/02/35,08/01/35,02/01/36,1/14/1936,09/10/44,Scuttled,0,41.1,30.47,0,"F. Krupp Germaniawerft AG, Kiel",13
21,U-21,IIB,02/02/35,03/04/36,08/03/36,7/31/1936,08/05/44,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",5
22,U-22,IIB,02/02/35,03/04/36,8/20/1936,7/29/1936,3/27/1940,Missing,0,,,27,"F. Krupp Germaniawerft AG, Kiel",6
23,U-23,IIB,02/02/35,04/11/36,9/24/1936,8/28/1936,09/10/44,Scuttled,0,41.11,30,0,"F. Krupp Germaniawerft AG, Kiel",7
24,U-24,IIB,02/02/35,4/21/1936,10/10/36,9/24/1936,8/25/1944,Scuttled,0,44.12,28.41,0,"F. Krupp Germaniawerft AG, Kiel",1
25,U-25,IA,12/17/1934,6/28/1935,04/06/36,2/14/1936,08/02/40,Sunk,0,54.14,5.07,49,"AG Weser, Bremen",7
26,U-26,IA,12/17/1934,08/01/35,05/06/36,3/14/1936,07/01/40,Scuttled,48,48.03,-11.3,0,"AG Weser, Bremen",11
27,U-27,VIIA,04/01/35,11/11/35,08/12/36,6/24/1936,9/20/1939,Sunk,38,58.35,-9.02,0,"AG Weser, Bremen",2
28,U-28,VIIA,04/01/35,12/02/35,09/12/36,7/14/1936,3/17/1944,Sunk,0,54.07,10.5,0,"AG Weser, Bremen",11
29,U-29,VIIA,04/01/35,01/02/36,11/16/1936,8/29/1936,4/17/1944,Decommissioned,0,,,0,"AG Weser, Bremen",12
30,U-30,VIIA,04/01/35,1/24/1936,10/08/36,08/04/36,1/23/1945,Decommissioned,0,,,0,"AG Weser, Bremen",16
31,U-31,VIIA,04/01/35,03/01/36,12/28/1936,9/25/1936,03/11/40,Sunk,0,53.37,8.1,58,"AG Weser, Bremen",11
32,U-32,VIIA,04/01/35,3/15/1936,4/15/1937,2/25/1937,10/30/1940,Sunk,33,55.37,-12.19,9,"AG Weser, Bremen",20
33,U-33,VIIA,3/25/1935,09/01/35,7/25/1936,06/11/36,02/12/40,Sunk,17,55.23,-5.08,25,"F. Krupp Germaniawerft AG, Kiel",10
34,U-34,VIIA,3/25/1935,9/15/1935,09/12/36,7/17/1936,08/05/43,Sunk,39,55.43,21.06,4,"F. Krupp Germaniawerft AG, Kiel",19
35,U-35,VIIA,3/25/1935,03/02/36,11/03/36,9/24/1936,11/29/1939,Sunk,43,60.53,2.47,0,"F. Krupp Germaniawerft AG, Kiel",4
36,U-36,VIIA,3/25/1935,03/02/36,12/16/1936,11/04/36,12/04/39,Sunk,0,57,5.2,40,"F. Krupp Germaniawerft AG, Kiel",2
37,U-37,IX,7/29/1936,3/15/1937,08/04/38,5/14/1938,05/05/45,Scuttled,0,54.55,9.47,0,"AG Weser, Bremen",53
38,U-38,IX,7/29/1936,4/15/1937,10/24/1938,08/09/38,05/05/45,Scuttled,0,53.34,8.32,0,"AG Weser, Bremen",35
39,U-39,IX,7/29/1936,06/02/37,12/10/38,9/22/1938,9/14/1939,Sunk,44,58.32,-11.49,0,"AG Weser, Bremen",0
40,U-40,IX,7/29/1936,07/01/37,02/11/39,11/09/38,10/13/1939,Sunk,3,51.07,1.48,45,"AG Weser, Bremen",0
41,U-41,IX,11/21/1936,11/27/1937,4/22/1939,1/28/1939,02/05/40,Sunk,0,49.2,-10.04,49,"AG Weser, Bremen",5
42,U-42,IX,11/21/1936,12/21/1937,7/15/1939,2/16/1939,10/13/1939,Sunk,20,49.12,-16,26,"AG Weser, Bremen",1
43,U-43,IX,11/21/1936,8/15/1938,8/26/1939,5/23/1939,7/30/1943,Sunk,0,34.57,-35.11,55,"AG Weser, Bremen",21
44,U-44,IX,11/21/1936,9/15/1938,11/04/39,08/05/39,3/13/1940,Sunk,0,54.14,5.07,47,"AG Weser, Bremen",8
45,U-45,VIIB,11/21/1936,2/23/1937,6/25/1938,4/27/1938,10/14/1939,Sunk,0,50.58,-12.57,38,"F. Krupp Germaniawerft AG, Kiel",2
46,U-46,VIIB,11/21/1936,2/24/1937,11/02/38,09/10/38,10/01/43,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",20
47,U-47,VIIB,11/21/1936,2/27/1937,12/17/1938,10/29/1938,03/07/41,Missing,0,60,-13,45,"F. Krupp Germaniawerft AG, Kiel",30
48,U-48,VIIB,11/21/1936,03/10/37,4/22/1939,03/08/39,9/25/1943,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",51
49,U-49,VIIB,11/21/1936,9/15/1938,08/12/39,6/24/1939,4/15/1940,Sunk,41,68.53,16.59,1,"F. Krupp Germaniawerft AG, Kiel",1
50,U-50,VIIB,11/21/1936,11/03/38,12/12/39,11/01/39,04/06/40,Sunk,0,54.14,5.07,44,"F. Krupp Germaniawerft AG, Kiel",4
51,U-51,VIIB,11/21/1936,2/26/1937,08/06/38,06/11/38,8/20/1940,Sunk,0,47.06,-4.51,43,"F. Krupp Germaniawerft AG, Kiel",5
52,U-52,VIIB,5/15/1937,03/09/37,02/04/39,12/21/1938,10/22/1943,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",13
53,U-53,VIIB,5/15/1937,3/13/1937,6/24/1939,05/06/39,2/24/1940,Sunk,0,60.32,-6.14,42,"F. Krupp Germaniawerft AG, Kiel",7
54,U-54,VIIB,7/16/1937,9/13/1938,9/23/1939,8/15/1939,2/13/1940,Sunk,0,,,41,"F. Krupp Germaniawerft AG, Kiel",0
55,U-55,VIIB,7/16/1937,11/02/38,11/21/1939,10/19/1939,1/30/1940,Sunk,41,48.37,-7.48,1,"F. Krupp Germaniawerft AG, Kiel",6
56,U-56,IIC,6/17/1937,9/21/1937,11/26/1938,09/03/38,04/03/45,Decommissioned,0,,,0,"Deutsche Werke AG, Kiel",3
57,U-57,IIC,6/17/1937,9/14/1937,12/29/1938,09/03/38,09/03/40,Sunk,19,53.53,9.09,6,"Deutsche Werke AG, Kiel",11
58,U-58,IIC,6/17/1937,9/29/1937,02/04/39,10/12/38,05/03/45,Scuttled,0,,,0,"Deutsche Werke AG, Kiel",6
59,U-59,IIC,6/17/1937,10/05/37,03/04/39,10/12/38,05/03/45,Scuttled,0,,,0,"Deutsche Werke AG, Kiel",17
60,U-60,IIC,7/21/1937,10/01/38,7/22/1939,06/01/39,2/28/1945,Decommissioned,0,,,0,"Deutsche Werke AG, Kiel",3
61,U-61,IIC,7/21/1937,10/01/38,08/12/39,6/15/1939,3/27/1945,Decommissioned,0,,,0,"Deutsche Werke AG, Kiel",5
62,U-62,IIC,7/21/1937,01/02/39,12/21/1939,11/16/1939,3/20/1945,Decommissioned,0,,,0,"Deutsche Werke AG, Kiel",1
63,U-63,IIC,7/21/1937,01/02/39,1/18/1940,12/06/39,2/25/1940,Sunk,24,58.4,-0.1,1,"Deutsche Werke AG, Kiel",1
64,U-64,IXB,7/16/1937,12/15/1938,12/16/1939,9/20/1939,4/13/1940,Sunk,38,68.29,17.3,8,"AG Weser, Bremen",0
65,U-65,IXB,7/16/1937,12/06/38,2/15/1940,11/06/39,4/28/1941,Sunk,0,59.51,-15.3,50,"AG Weser, Bremen",12
66,U-66,IXC,08/07/39,3/20/1940,01/02/41,10/10/40,05/06/44,Sunk,36,17.17,-32.29,24,"AG Weser, Bremen",33
67,U-67,IXC,08/07/39,04/05/40,1/22/1941,10/30/1940,7/16/1943,Sunk,3,30.05,-44.17,48,"AG Weser, Bremen",13
68,U-68,IXC,08/07/39,4/20/1940,02/11/41,10/22/1940,04/10/44,Sunk,0,33.24,-18.59,56,"AG Weser, Bremen",32
69,U-69,VIIC,5/30/1938,11/11/39,11/02/40,9/19/1940,2/17/1943,Sunk,0,50.36,-41.07,46,"F. Krupp Germaniawerft AG, Kiel",17
70,U-70,VIIC,5/30/1938,12/19/1939,11/23/1940,10/12/40,03/07/41,Sunk,25,60.15,-14,20,"F. Krupp Germaniawerft AG, Kiel",1
71,U-71,VIIC,1/25/1939,12/21/1939,12/14/1940,10/31/1940,2/27/1945,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",5
72,U-72,VIIC,1/25/1939,12/28/1939,01/04/41,11/22/1940,3/30/1945,Sunk,0,53.08,8.46,0,"F. Krupp Germaniawerft AG, Kiel",0
73,U-73,VIIB,06/02/38,11/05/39,9/30/1940,7/27/1940,12/16/1943,Sunk,34,36.07,-0.5,16,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",8
74,U-74,VIIB,06/02/38,11/05/39,10/31/1940,8/31/1940,05/02/42,Sunk,0,37.12,0.01,47,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",4
75,U-75,VIIB,06/02/38,12/15/1939,12/19/1940,10/18/1940,12/28/1941,Sunk,30,31.5,26.4,14,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",7
76,U-76,VIIB,06/02/38,12/28/1939,12/03/40,10/03/40,04/05/41,Sunk,42,58.35,-20.2,1,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",2
77,U-77,VIIC,1/25/1939,3/28/1940,1/18/1941,11/23/1940,3/29/1943,Sunk,9,38.33,0.14,38,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",14
78,U-78,VIIC,1/25/1939,3/28/1940,2/15/1941,12/07/40,4/16/1945,Sunk,0,,,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
79,U-79,VIIC,1/25/1939,4/17/1940,3/13/1941,1/25/1941,12/23/1941,Sunk,44,32.15,25.19,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",2
80,U-80,VIIC,1/25/1939,4/17/1940,04/08/41,02/11/41,11/28/1944,Sunk,0,54.4,19.3,50,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
81,U-81,VIIC,1/25/1939,05/11/40,4/26/1941,2/22/1941,01/09/44,Sunk,44,44.52,13.51,2,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",24
82,U-82,VIIC,1/25/1939,5/15/1940,5/14/1941,3/15/1941,02/06/42,Sunk,0,44.1,-23.52,45,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",8
83,U-83,VIIB,06/09/38,10/05/39,02/08/41,12/09/40,03/04/43,Sunk,0,37.1,0.05,50,"Flender Werke AG, Lubeck",5
84,U-84,VIIB,06/09/38,11/09/39,4/29/1941,2/26/1941,08/07/43,Sunk,0,27.55,-68.3,46,"Flender Werke AG, Lubeck",6
85,U-85,VIIB,06/09/38,12/18/1939,06/07/41,04/10/41,4/14/1942,Sunk,0,35.55,-75.13,46,"Flender Werke AG, Lubeck",3
86,U-86,VIIB,06/09/38,1/20/1940,07/08/41,05/10/41,11/29/1943,Sunk,0,40.42,-18.54,50,"Flender Werke AG, Lubeck",3
87,U-87,VIIB,06/09/38,4/18/1940,8/19/1941,6/21/1941,03/04/43,Sunk,0,41.36,-13.31,49,"Flender Werke AG, Lubeck",5
88,U-88,VIIC,1/25/1939,07/01/40,10/15/1941,8/16/1941,09/12/42,Sunk,0,75.04,4.49,46,"Flender Werke AG, Lubeck",2
89,U-89,VIIC,1/25/1939,8/20/1940,11/19/1941,9/20/1941,05/12/43,Sunk,0,46.3,-25.4,48,"Flender Werke AG, Lubeck",4
90,U-90,VIIC,1/25/1939,10/01/40,12/20/1941,10/25/1941,7/24/1942,Sunk,0,48.12,-40.56,44,"Flender Werke AG, Lubeck",0
91,U-91,VIIC,1/25/1939,11/12/40,1/28/1942,11/30/1941,2/26/1944,Sunk,16,49.45,-26.2,36,"Flender Werke AG, Lubeck",4
92,U-92,VIIC,1/25/1939,11/25/1940,03/03/42,01/10/42,10/12/44,Decommissioned,0,,,0,"Flender Werke AG, Lubeck",2
93,U-93,VIIC,5/30/1938,09/09/39,7/30/1940,06/08/40,1/15/1942,Sunk,40,36.4,-15.52,6,"F. Krupp Germaniawerft AG, Kiel",8
94,U-94,VIIC,5/30/1938,09/09/39,08/10/40,06/12/40,8/28/1942,Sunk,26,17.4,-74.3,19,"F. Krupp Germaniawerft AG, Kiel",26
95,U-95,VIIC,5/30/1938,9/16/1939,8/31/1940,7/18/1940,11/28/1941,Sunk,12,36.24,-3.2,35,"F. Krupp Germaniawerft AG, Kiel",8
96,U-96,VIIC,5/30/1938,9/16/1939,9/14/1940,08/01/40,2/15/1945,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",27
97,U-97,VIIC,5/30/1938,9/27/1939,9/28/1940,8/15/1940,6/16/1943,Sunk,21,33,34,27,"F. Krupp Germaniawerft AG, Kiel",15
98,U-98,VIIC,5/30/1938,9/27/1939,10/12/40,8/31/1940,11/15/1942,Sunk,0,36.09,-7.42,46,"F. Krupp Germaniawerft AG, Kiel",10
99,U-99,VIIB,12/15/1937,3/31/1939,4/18/1940,03/12/40,3/17/1941,Scuttled,40,61,-11.48,3,"F. Krupp Germaniawerft AG, Kiel",35
100,U-100,VIIB,12/15/1937,5/22/1939,5/30/1940,04/10/40,3/17/1941,Sunk,6,61.04,-11.3,38,"F. Krupp Germaniawerft AG, Kiel",25
101,U-101,VIIB,12/15/1937,3/31/1939,03/11/40,1/13/1940,10/22/1943,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",22
102,U-102,VIIB,12/15/1937,5/22/1939,4/27/1940,3/21/1940,07/01/40,Sunk,0,48.33,-10.26,43,"F. Krupp Germaniawerft AG, Kiel",1
