id,name,type,ordered,laid_down,commissioned,launched,fate,fate_type,fate_survivors,fate_lat,fat_lon,fate_dead,shipyard,ships_sunk
634,U-634,VIIC,8/15/1940,9/23/1941,08/06/42,06/10/42,8/30/1943,Sunk,0,40.13,-19.24,47,"Blohm & Voss, Hamburg",1
635,U-635,VIIC,1/20/1941,10/03/41,8/13/1942,6/24/1942,04/05/43,Sunk,0,58.2,-31.52,47,"Blohm & Voss, Hamburg",2
636,U-636,VIIC,1/20/1941,10/02/41,8/20/1942,6/25/1942,4/21/1945,Sunk,0,55.5,-10.31,42,"Blohm & Voss, Hamburg",1
637,U-637,VIIC,1/20/1941,10/17/1941,8/27/1942,07/07/42,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
638,U-638,VIIC,1/20/1941,10/16/1941,09/03/42,07/08/42,05/05/43,Sunk,0,54.12,-44.05,44,"Blohm & Voss, Hamburg",1
639,U-639,VIIC,1/20/1941,10/31/1941,09/10/42,7/22/1942,8/28/1943,Sunk,0,76.4,69.4,47,"Blohm & Voss, Hamburg",0
640,U-640,VIIC,1/20/1941,10/30/1941,9/17/1942,7/23/1942,5/14/1943,Sunk,0,60.32,-31.05,49,"Blohm & Voss, Hamburg",0
641,U-641,VIIC,1/20/1941,11/19/1941,9/24/1942,08/06/42,1/19/1944,Sunk,0,50.25,-18.49,50,"Blohm & Voss, Hamburg",0
642,U-642,VIIC,1/20/1941,11/19/1941,10/01/42,08/06/42,07/05/44,Sunk,0,43.07,5.55,0,"Blohm & Voss, Hamburg",1
643,U-643,VIIC,1/20/1941,12/01/41,10/08/42,8/20/1942,10/08/43,Sunk,18,56.14,-26.55,30,"Blohm & Voss, Hamburg",0
644,U-644,VIIC,1/20/1941,12/01/41,10/15/1942,8/20/1942,04/07/43,Sunk,0,69.38,-5.4,45,"Blohm & Voss, Hamburg",0
645,U-645,VIIC,1/20/1941,12/17/1941,10/22/1942,09/03/42,12/12/43,Missing,0,,,55,"Blohm & Voss, Hamburg",2
646,U-646,VIIC,1/20/1941,12/23/1941,10/29/1942,09/03/42,5/17/1943,Sunk,0,62.1,-14.3,46,"Blohm & Voss, Hamburg",0
647,U-647,VIIC,04/10/41,12/29/1941,11/05/42,9/16/1942,7/28/1943,Missing,0,,,48,"Blohm & Voss, Hamburg",0
648,U-648,VIIC,04/10/41,12/24/1941,11/12/42,9/16/1942,11/22/1943,Missing,0,,,50,"Blohm & Voss, Hamburg",0
649,U-649,VIIC,04/10/41,01/12/42,11/19/1942,9/30/1942,2/24/1943,Sunk,11,55.15,17.15,35,"Blohm & Voss, Hamburg",0
650,U-650,VIIC,04/10/41,01/09/42,11/26/1942,10/01/42,01/07/45,Sunk,0,49.51,-5.3,47,"Blohm & Voss, Hamburg",0
651,U-651,VIIC,10/09/39,1/16/1940,02/12/41,12/21/1940,6/29/1941,Sunk,45,59.52,-18.36,0,"Howaldtswerke Hamburg AG, Hamburg",2
652,U-652,VIIC,10/09/39,02/05/40,04/03/41,02/07/41,06/02/42,Scuttled,46,31.55,25.13,0,"Howaldtswerke Hamburg AG, Hamburg",3
653,U-653,VIIC,10/09/39,04/09/40,5/25/1941,3/22/1941,3/15/1944,Sunk,0,53.46,-24.35,51,"Howaldtswerke Hamburg AG, Hamburg",3
654,U-654,VIIC,10/09/39,06/01/40,07/05/41,05/03/41,8/22/1942,Sunk,0,12,-79.56,44,"Howaldtswerke Hamburg AG, Hamburg",3
655,U-655,VIIC,10/09/39,08/10/40,08/11/41,06/05/41,3/24/1942,Sunk,0,73,21,45,"Howaldtswerke Hamburg AG, Hamburg",0
656,U-656,VIIC,10/09/39,09/04/40,9/17/1941,07/08/41,03/01/42,Sunk,0,46.15,-53.15,45,"Howaldtswerke Hamburg AG, Hamburg",0
657,U-657,VIIC,10/09/39,10/05/40,10/08/41,08/12/41,5/17/1943,Sunk,0,58.54,-42.33,47,"Howaldtswerke Hamburg AG, Hamburg",1
658,U-658,VIIC,10/09/39,11/15/1940,11/05/41,09/11/41,10/30/1942,Sunk,0,50.32,-46.32,48,"Howaldtswerke Hamburg AG, Hamburg",3
659,U-659,VIIC,10/09/39,02/12/41,12/09/41,10/14/1941,05/04/43,Sunk,3,43.32,-13.2,44,"Howaldtswerke Hamburg AG, Hamburg",1
660,U-660,VIIC,10/09/39,2/15/1941,01/08/42,11/17/1941,11/12/42,Sunk,45,36.07,-1,2,"Howaldtswerke Hamburg AG, Hamburg",2
661,U-661,VIIC,10/09/39,03/12/41,02/12/42,12/11/41,10/15/1942,Sunk,0,53.42,-35.56,44,"Howaldtswerke Hamburg AG, Hamburg",1
662,U-662,VIIC,10/09/39,05/07/41,04/09/42,1/22/1942,7/21/1943,Sunk,3,3.56,-48.46,44,"Howaldtswerke Hamburg AG, Hamburg",3
663,U-663,VIIC,8/15/1940,3/31/1941,5/14/1942,3/26/1942,05/08/43,Sunk,0,46.5,-10,49,"Howaldtswerke Hamburg AG, Hamburg",2
664,U-664,VIIC,8/15/1940,07/11/41,6/17/1942,4/28/1942,08/09/43,Sunk,44,40.12,-37.29,7,"Howaldtswerke Hamburg AG, Hamburg",3
665,U-665,VIIC,8/15/1940,06/10/41,7/22/1942,06/09/42,3/22/1943,Missing,0,,,46,"Howaldtswerke Hamburg AG, Hamburg",1
666,U-666,VIIC,8/15/1940,9/16/1941,8/26/1942,7/18/1942,02/10/44,Sunk,0,53.56,-17.16,51,"Howaldtswerke Hamburg AG, Hamburg",1
667,U-667,VIIC,8/15/1940,8/16/1941,10/21/1942,8/29/1942,8/26/1944,Sunk,0,46.06,-1.35,45,"Howaldtswerke Hamburg AG, Hamburg",1
668,U-668,VIIC,8/15/1940,10/11/41,11/16/1942,10/05/42,05/09/45,Surrendered,0,,,0,"Howaldtswerke Hamburg AG, Hamburg",0
669,U-669,VIIC,1/20/1941,11/03/41,12/16/1942,10/05/42,8/30/1943,Missing,0,,,0,"Howaldtswerke Hamburg AG, Hamburg",0
670,U-670,VIIC,1/20/1941,11/25/1941,1/26/1943,12/15/1942,8/20/1943,Sunk,22,54.5,19.15,21,"Howaldtswerke Hamburg AG, Hamburg",0
671,U-671,VIIC,1/20/1941,12/02/41,03/03/43,12/15/1942,08/04/44,Sunk,5,50.23,0.06,47,"Howaldtswerke Hamburg AG, Hamburg",0
672,U-672,VIIC,1/20/1941,12/24/1941,04/06/43,2/27/1943,7/18/1944,Scuttled,52,50.03,-2.3,0,"Howaldtswerke Hamburg AG, Hamburg",0
673,U-673,VIIC,1/20/1941,1/20/1942,05/08/43,2/27/1943,10/24/1944,Grounded,0,59.17,5.57,0,"Howaldtswerke Hamburg AG, Hamburg",0
674,U-674,VIIC,1/20/1941,04/07/42,6/15/1943,05/08/43,05/02/44,Sunk,0,70.32,4.37,49,"Howaldtswerke Hamburg AG, Hamburg",0
675,U-675,VIIC,06/05/41,04/09/42,7/14/1943,05/08/43,5/24/1944,Sunk,0,62.27,3.04,51,"Howaldtswerke Hamburg AG, Hamburg",0
676,U-676,VIIC,06/05/41,6/13/1942,08/04/43,07/06/43,02/12/45,Sunk,0,59.3,23,57,"Howaldtswerke Hamburg AG, Hamburg",0
677,U-677,VIIC,06/05/41,6/13/1942,9/20/1943,07/06/43,04/09/45,Destroyed,0,53.32,9.51,0,"Howaldtswerke Hamburg AG, Hamburg",0
678,U-678,VIIC,06/05/41,09/03/42,10/25/1943,9/18/1943,07/06/44,Sunk,0,50.32,-0.23,52,"Howaldtswerke Hamburg AG, Hamburg",0
679,U-679,VIIC,06/05/41,09/03/42,11/29/1943,9/18/1943,01/09/45,Sunk,0,,,51,"Howaldtswerke Hamburg AG, Hamburg",1
680,U-680,VIIC,06/05/41,10/12/42,12/23/1943,11/20/1943,05/05/45,Surrendered,0,,,0,"Howaldtswerke Hamburg AG, Hamburg",0
681,U-681,VIIC,8/25/1941,10/21/1942,02/03/44,11/20/1943,03/11/45,Sunk,38,49.52,3.06,11,"Howaldtswerke Hamburg AG, Hamburg",0
682,U-682,VIIC,8/25/1941,12/21/1942,4/17/1944,03/07/44,03/11/45,Sunk,0,53.32,9.57,0,"Howaldtswerke Hamburg AG, Hamburg",0
683,U-683,VIIC,8/25/1941,12/23/1942,5/30/1944,03/07/44,2/20/1945,Missing,0,,,49,"Howaldtswerke Hamburg AG, Hamburg",0
701,U-701,VIIC,10/09/39,05/03/40,7/16/1941,4/16/1941,07/07/42,Sunk,7,34.5,-74.55,39,"H C Stulcken Sohn, Hamburg",5
702,U-702,VIIC,10/09/39,07/08/40,09/03/41,5/24/1941,3/31/1942,Sunk,0,56.34,6.16,44,"H C Stulcken Sohn, Hamburg",0
703,U-703,VIIC,10/09/39,08/09/40,10/16/1941,7/18/1941,9/16/1944,Missing,0,,,54,"H C Stulcken Sohn, Hamburg",5
704,U-704,VIIC,10/09/39,8/26/1940,11/18/1941,8/28/1941,3/24/1945,Decommissioned,0,,,0,"H C Stulcken Sohn, Hamburg",1
705,U-705,VIIC,10/09/39,10/11/40,12/30/1941,10/13/1941,09/03/42,Sunk,0,46.42,-11.07,45,"H C Stulcken Sohn, Hamburg",1
706,U-706,VIIC,10/09/39,11/22/1940,3/16/1942,11/24/1941,08/02/43,Sunk,4,46.15,-10.25,42,"H C Stulcken Sohn, Hamburg",3
707,U-707,VIIC,08/06/40,01/02/41,07/01/42,12/18/1941,11/09/43,Sunk,0,40.31,-20.17,51,"H C Stulcken Sohn, Hamburg",2
708,U-708,VIIC,08/06/40,3/31/1941,7/24/1942,3/24/1942,05/05/45,Scuttled,0,,,0,"H C Stulcken Sohn, Hamburg",0
709,U-709,VIIC,8/15/1940,05/05/41,08/12/42,4/14/1942,2/19/1944,Missing,0,,,52,"H C Stulcken Sohn, Hamburg",0
710,U-710,VIIC,8/15/1940,06/04/41,09/02/42,05/12/42,4/24/1943,Sunk,0,61.25,-19.48,49,"H C Stulcken Sohn, Hamburg",0
711,U-711,VIIC,12/07/40,7/31/1941,9/26/1942,6/25/1942,05/04/45,Sunk,12,68.43,16.34,40,"H C Stulcken Sohn, Hamburg",1
712,U-712,VIIC,12/07/40,09/04/41,11/05/42,08/10/42,05/09/45,Surrendered,0,,,0,"H C Stulcken Sohn, Hamburg",0
713,U-713,VIIC,12/07/40,10/21/1941,12/29/1942,9/24/1942,2/24/1944,Missing,0,,,50,"H C Stulcken Sohn, Hamburg",0
714,U-714,VIIC,12/07/40,12/29/1941,02/10/43,11/13/1942,3/14/1945,Sunk,0,55.57,-1.57,50,"H C Stulcken Sohn, Hamburg",1
715,U-715,VIIC,04/10/41,3/28/1942,3/17/1943,12/14/1942,6/13/1944,Sunk,16,62.55,-2.59,36,"H C Stulcken Sohn, Hamburg",0
716,U-716,VIIC,04/10/41,4/16/1942,4/15/1943,1/15/1943,05/09/45,Surrendered,0,,,0,"H C Stulcken Sohn, Hamburg",1
717,U-717,VIIC,04/10/41,4/24/1942,5/19/1943,2/20/1943,05/05/45,Scuttled,0,54.49,9.27,0,"H C Stulcken Sohn, Hamburg",0
718,U-718,VIIC,04/10/41,5/18/1942,6/25/1943,3/26/1943,11/18/1943,Sunk,7,55.21,15.24,43,"H C Stulcken Sohn, Hamburg",0
719,U-719,VIIC,8/25/1941,07/03/42,7/27/1943,4/28/1943,6/26/1944,Sunk,0,55.33,-11.02,52,"H C Stulcken Sohn, Hamburg",0
720,U-720,VIIC,8/25/1941,8/17/1942,9/17/1943,06/05/43,05/05/45,Surrendered,0,,,0,"H C Stulcken Sohn, Hamburg",0
721,U-721,VIIC,8/25/1941,11/16/1942,11/08/43,7/23/1943,05/05/45,Scuttled,0,,,0,"H C Stulcken Sohn, Hamburg",0
722,U-722,VIIC,8/25/1941,12/21/1942,12/15/1943,9/21/1943,3/27/1945,Sunk,0,57.09,-6.55,44,"H C Stulcken Sohn, Hamburg",1
731,U-731,VIIC,11/21/1940,10/01/41,10/03/42,7/25/1942,5/15/1944,Sunk,0,35.54,-5.45,54,"F Schichau GmbH, Danzig",0
732,U-732,VIIC,11/21/1940,10/06/41,10/24/1942,8/18/1942,10/31/1943,Sunk,18,35.54,-5.52,31,"F Schichau GmbH, Danzig",0
733,U-733,VIIC,11/21/1940,10/13/1941,11/14/1942,09/05/42,04/08/43,Sunk,0,,,0,"F Schichau GmbH, Danzig",0
734,U-734,VIIC,11/21/1940,10/20/1941,12/05/42,9/19/1942,02/09/44,Sunk,0,49.43,-16.23,49,"F Schichau GmbH, Danzig",0
735,U-735,VIIC,04/10/41,11/29/1941,12/28/1942,10/10/42,12/28/1944,Sunk,0,59.28,10.28,39,"F Schichau GmbH, Danzig",0
736,U-736,VIIC,04/10/41,11/29/1941,1/16/1943,10/31/1942,08/06/44,Sunk,19,47.19,-4.16,28,"F Schichau GmbH, Danzig",0
737,U-737,VIIC,04/10/41,2/14/1942,1/30/1943,11/21/1942,12/19/1944,Sunk,20,68.1,15.28,31,"F Schichau GmbH, Danzig",0
738,U-738,VIIC,04/10/41,2/25/1942,2/20/1943,12/12/42,2/14/1944,Sunk,24,54.32,18.36,22,"F Schichau GmbH, Danzig",0
739,U-739,VIIC,04/10/41,4/17/1942,03/06/43,12/23/1942,5/13/1945,Surrendered,0,,,0,"F Schichau GmbH, Danzig",1
740,U-740,VIIC,04/10/41,4/26/1942,3/27/1943,12/23/1942,06/08/44,Sunk,0,48.27,-5.47,51,"F Schichau GmbH, Danzig",0
741,U-741,VIIC,06/05/41,4/30/1942,04/10/43,02/04/43,8/15/1944,Sunk,0,50.02,-0.36,48,"F Schichau GmbH, Danzig",1
742,U-742,VIIC,06/05/41,05/12/42,05/01/43,02/04/43,7/18/1944,Sunk,0,68.24,9.51,52,"F Schichau GmbH, Danzig",0
743,U-743,VIIC,06/05/41,5/30/1942,5/15/1943,03/11/43,8/22/1944,Missing,0,,,50,"F Schichau GmbH, Danzig",0
744,U-744,VIIC,06/05/41,06/05/42,06/05/43,03/11/43,03/06/44,Sunk,0,52.01,-22.37,0,"F Schichau GmbH, Danzig",1
745,U-745,VIIC,06/05/41,07/08/42,6/19/1943,4/16/1943,1/31/1945,Sunk,0,59.3,23,48,"F Schichau GmbH, Danzig",1
746,U-746,VIIC,06/05/41,7/15/1942,07/04/43,4/16/1943,09/10/43,Given,0,,,0,"F Schichau GmbH, Danzig",0
747,U-747,VIIC,8/25/1941,8/19/1942,7/17/1943,5/13/1943,09/10/43,Given,0,,,0,"F Schichau GmbH, Danzig",0
748,U-748,VIIC,8/25/1941,8/20/1942,7/31/1943,5/13/1943,09/10/43,Given,0,,,0,"F Schichau GmbH, Danzig",0
749,U-749,VIIC,8/25/1941,9/28/1942,8/14/1943,06/10/43,09/10/43,Given,0,,,0,"F Schichau GmbH, Danzig",0
750,U-750,VIIC,8/25/1941,9/29/1942,8/26/1943,06/10/43,09/10/43,Given,0,,,0,"F Schichau GmbH, Danzig",0
751,U-751,VIIC,10/09/39,01/02/40,1/31/1941,11/16/1940,7/17/1942,Sunk,0,45.14,-12.22,48,Kriegsmarinewerft,5
752,U-752,VIIC,10/09/39,01/05/40,5/24/1941,3/29/1941,5/23/1943,Sunk,17,51.4,-29.49,29,Kriegsmarinewerft,7
753,U-753,VIIC,10/09/39,01/03/40,6/18/1941,4/26/1941,5/13/1943,Sunk,0,48.37,-22.39,47,Kriegsmarinewerft,3
754,U-754,VIIC,10/09/39,01/08/40,8/28/1941,07/05/41,7/31/1942,Sunk,0,43.02,-64.52,43,Kriegsmarinewerft,13
755,U-755,VIIC,10/09/39,01/11/40,11/03/41,8/23/1941,5/28/1943,Sunk,9,39.58,1.41,40,Kriegsmarinewerft,1
756,U-756,VIIC,10/09/39,1/18/1940,12/30/1941,10/18/1941,09/01/42,Sunk,0,57.41,-31.3,43,Kriegsmarinewerft,0
757,U-757,VIIC,10/09/39,5/18/1940,2/28/1942,12/14/1941,01/08/44,Sunk,0,50.33,-18.03,49,Kriegsmarinewerft,2
758,U-758,VIIC,10/09/39,5/18/1940,05/05/42,03/01/42,3/16/1945,Decommissioned,0,,,0,Kriegsmarinewerft,2
759,U-759,VIIC,10/09/39,11/15/1940,8/15/1942,5/30/1942,7/15/1943,Sunk,0,15.58,-73.44,47,Kriegsmarinewerft,2
760,U-760,VIIC,10/09/39,08/05/40,10/15/1942,6/21/1942,09/08/43,Captured,60,,,0,Kriegsmarinewerft,0
761,U-761,VIIC,10/09/39,12/16/1940,12/03/42,9/26/1942,2/24/1944,Scuttled,48,35.55,-5.45,9,Kriegsmarinewerft,0
762,U-762,VIIC,10/09/39,01/02/41,1/30/1943,11/21/1942,02/08/44,Sunk,0,49.02,-16.58,51,Kriegsmarinewerft,0
763,U-763,VIIC,8/15/1940,1/21/1941,3/13/1943,1/16/1943,1/29/1945,Scuttled,0,,,0,Kriegsmarinewerft,1
764,U-764,VIIC,8/15/1940,02/01/41,05/06/43,3/13/1943,5/14/1945,Surrendered,0,,,0,Kriegsmarinewerft,1
765,U-765,VIIC,8/15/1940,2/15/1941,6/19/1943,4/22/1943,05/06/44,Sunk,11,52.3,-28.28,37,Kriegsmarinewerft,0
766,U-766,VIIC,8/15/1940,03/01/41,7/30/1943,5/29/1943,8/24/1944,Decommissioned,0,,,0,Kriegsmarinewerft,0
767,U-767,VIIC,8/15/1940,04/05/41,09/11/43,07/10/43,6/18/1944,Sunk,0,49.03,-3.13,49,Kriegsmarinewerft,1
768,U-768,VIIC,8/15/1940,04/05/41,10/14/1943,8/22/1943,11/20/1943,Sunk,44,54.25,19.08,0,Kriegsmarinewerft,0
771,U-771,VIIC,11/21/1940,8/21/1942,11/18/1943,9/26/1943,11/11/44,Sunk,0,69.17,16.28,51,Kriegsmarinewerft,0
772,U-772,VIIC,11/21/1940,9/21/1942,12/23/1943,10/31/1943,12/17/1944,Sunk,0,51.16,-8.05,48,Kriegsmarinewerft,0
773,U-773,VIIC,11/21/1940,10/13/1942,1/20/1944,12/08/43,05/09/45,Surrendered,0,,,0,Kriegsmarinewerft,0
774,U-774,VIIC,11/21/1940,12/17/1942,2/17/1944,12/23/1943,04/08/45,Sunk,0,49.58,-11.51,44,Kriegsmarinewerft,0
775,U-775,VIIC,11/21/1940,1/22/1943,3/23/1944,02/11/44,05/09/45,Surrendered,0,,,0,Kriegsmarinewerft,1
776,U-776,VIIC,11/21/1940,03/04/43,4/13/1944,03/04/44,5/16/1945,Surrendered,0,,,0,Kriegsmarinewerft,0
777,U-777,VIIC,1/20/1941,06/05/43,05/09/44,3/25/1944,10/15/1944,Sunk,0,,,0,Kriegsmarinewerft,0
778,U-778,VIIC,1/20/1941,07/03/43,07/07/44,05/06/44,05/09/45,Surrendered,0,,,0,Kriegsmarinewerft,0
779,U-779,VIIC,1/20/1941,7/21/1943,8/24/1944,6/17/1944,05/05/45,Surrendered,0,,,0,Kriegsmarinewerft,0
792,U-792,XVIIA,6/19/1942,12/01/42,11/16/1943,9/28/1943,05/04/45,Scuttled,0,54.19,9.43,0,"Blohm & Voss, Hamburg",0
793,U-793,XVIIA,6/19/1942,12/01/42,4/24/1944,03/04/44,05/04/45,Scuttled,0,54.19,9.43,0,"Blohm & Voss, Hamburg",0
794,U-794,XVIIA,08/07/42,02/01/43,11/14/1943,10/07/43,05/05/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
795,U-795,XVIIA,08/07/42,02/02/43,4/22/1944,3/21/1944,2/22/1945,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
801,U-801,IXC/40,12/07/40,9/30/1941,3/24/1943,10/31/1942,3/17/1944,Sunk,47,16.42,-30.28,10,"Deutsche Schiff und Maschinenbau AG, Bremen",0
802,U-802,IXC/40,12/07/40,12/01/41,06/12/43,10/31/1942,05/11/45,Surrendered,0,,,0,"Deutsche Schiff und Maschinenbau AG, Bremen",1
803,U-803,IXC/40,12/07/40,6/30/1942,09/07/43,04/01/43,4/27/1944,Sunk,35,54.06,14.35,9,"Deutsche Schiff und Maschinenbau AG, Bremen",0
804,U-804,IXC/40,12/07/40,12/01/42,12/04/43,04/01/43,04/09/45,Sunk,0,57.58,11.15,55,"Deutsche Schiff und Maschinenbau AG, Bremen",1
805,U-805,IXC/40,04/10/41,12/24/1942,02/12/44,02/11/44,5/15/1945,Surrendered,0,,,0,"Deutsche Schiff und Maschinenbau AG, Bremen",0
806,U-806,IXC/40,04/10/41,4/27/1943,4/29/1944,4/28/1944,05/06/45,Surrendered,0,,,0,"Deutsche Schiff und Maschinenbau AG, Bremen",1
821,U-821,VIIC,1/20/1941,10/02/41,10/11/43,6/26/1943,06/10/44,Sunk,0,48.31,-5.11,50,"Oderwerke AG, Stettin",0
822,U-822,VIIC,1/20/1941,10/29/1941,07/01/44,2/20/1944,05/05/45,Scuttled,0,53.32,8.35,0,"Oderwerke AG, Stettin",0
825,U-825,VIIC,06/08/42,7/19/1943,05/04/44,2/16/1944,5/13/1945,Surrendered,0,,,0,"F Schichau GmbH, Danzig",1
826,U-826,VIIC,06/08/42,08/06/43,05/11/44,03/09/44,05/11/45,Surrendered,0,,,0,"F Schichau GmbH, Danzig",0
827,U-827,VIIC/41,06/08/42,08/07/43,5/25/1944,03/09/44,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
828,U-828,VIIC/41,06/08/42,8/16/1943,6/17/1944,3/16/1944,05/05/45,Scuttled,0,53.32,8.35,0,"F Schichau GmbH, Danzig",0
841,U-841,IXC/40,1/20/1941,3/21/1942,02/06/43,10/21/1942,10/17/1943,Sunk,27,59.57,-31.06,27,"AG Weser, Bremen",0
842,U-842,IXC/40,1/20/1941,04/06/42,03/01/43,11/14/1942,11/06/43,Sunk,0,43.42,-42.08,56,"AG Weser, Bremen",0
843,U-843,IXC/40,1/20/1941,4/21/1942,3/24/1943,12/15/1942,04/09/45,Sunk,12,57.32,11.23,44,"AG Weser, Bremen",1
844,U-844,IXC/40,1/20/1941,5/21/1942,04/07/43,12/30/1942,10/16/1943,Sunk,0,58.3,-27.16,53,"AG Weser, Bremen",0
845,U-845,IXC/40,1/20/1941,6/20/1942,05/01/43,1/18/1943,03/10/44,Sunk,45,48.2,-20.33,10,"AG Weser, Bremen",1
846,U-846,IXC/40,1/20/1941,7/21/1942,5/29/1943,2/17/1943,05/04/44,Sunk,0,46.04,-9.2,57,"AG Weser, Bremen",0
847,U-847,IXD2,1/20/1941,11/23/1941,1/23/1943,09/05/42,8/27/1943,Sunk,0,28.19,-37.58,62,"AG Weser, Bremen",0
848,U-848,IXD2,1/20/1941,01/06/42,2/20/1943,10/06/42,11/05/43,Sunk,0,-10.09,-18,63,"AG Weser, Bremen",1
849,U-849,IXD2,1/20/1941,1/20/1942,03/11/43,10/31/1942,11/25/1943,Sunk,0,-6.3,-5.4,63,"AG Weser, Bremen",0
850,U-850,IXD2,1/20/1941,3/17/1942,4/17/1943,12/07/42,12/20/1943,Sunk,0,32.54,-37.01,66,"AG Weser, Bremen",0
851,U-851,IXD2,1/20/1941,3/18/1942,5/21/1943,1/15/1943,3/27/1944,Missing,0,,,70,"AG Weser, Bremen",0
852,U-852,IXD2,1/20/1941,4/15/1942,6/15/1943,1/28/1943,05/03/44,Scuttled,59,9.32,50.59,7,"AG Weser, Bremen",2
853,U-853,IXC/40,06/05/41,8/21/1942,6/25/1943,03/11/43,05/06/45,Sunk,0,41.13,-71.27,55,"AG Weser, Bremen",1
854,U-854,IXC/40,06/05/41,9/21/1942,7/19/1943,04/05/43,02/04/44,Sunk,7,54.01,14.16,51,"AG Weser, Bremen",0
855,U-855,IXC/40,06/05/41,10/21/1942,08/02/43,4/17/1943,09/11/44,Missing,0,59.3,-26,56,"AG Weser, Bremen",0
856,U-856,IXC/40,06/05/41,10/31/1942,8/19/1943,05/11/43,04/07/44,Sunk,28,40.18,-62.22,27,"AG Weser, Bremen",0
857,U-857,IXC/40,06/05/41,11/16/1942,9/16/1943,5/25/1943,4/30/1945,Missing,0,,,59,"AG Weser, Bremen",2
858,U-858,IXC/40,06/05/41,12/11/42,9/30/1943,6/17/1943,5/14/1945,Surrendered,0,,,0,"AG Weser, Bremen",0
859,U-859,IXD2,06/05/41,5/15/1942,07/08/43,03/02/43,9/23/1944,Sunk,20,5.46,100.04,47,"AG Weser, Bremen",3
860,U-860,IXD2,06/05/41,6/15/1942,08/12/43,3/23/1943,6/15/1944,Sunk,20,-25.27,-5.3,42,"AG Weser, Bremen",0
861,U-861,IXD2,06/05/41,7/15/1942,09/02/43,4/29/1943,05/09/45,Surrendered,0,,,0,"AG Weser, Bremen",3
862,U-862,IXD2,06/05/41,8/15/1942,10/07/43,06/08/43,05/05/45,Given,0,,,0,"AG Weser, Bremen",7
863,U-863,IXD2,06/05/41,9/15/1942,11/03/43,6/29/1943,9/29/1944,Sunk,0,-10.45,-25.3,69,"AG Weser, Bremen",0
864,U-864,IXD2,06/05/41,10/15/1942,12/09/43,08/12/43,02/09/45,Sunk,0,60.46,4.35,73,"AG Weser, Bremen",0
865,U-865,IXC/40,8/25/1941,01/05/43,10/25/1943,07/12/43,09/09/44,Missing,0,,,59,"AG Weser, Bremen",0
866,U-866,IXC/40,8/25/1941,1/23/1943,11/17/1943,7/29/1943,3/18/1945,Sunk,0,43.18,-61.08,55,"AG Weser, Bremen",0
867,U-867,IXC/40,8/25/1941,02/05/43,12/12/43,8/24/1943,9/19/1944,Scuttled,0,61.57,2.22,60,"AG Weser, Bremen",0
868,U-868,IXC/40,8/25/1941,03/11/43,12/23/1943,8/18/1943,05/09/45,Surrendered,0,,,0,"AG Weser, Bremen",1
869,U-869,IXC/40,8/25/1941,04/05/43,1/26/1944,10/05/43,02/11/45,Sunk,0,39.33,-73.02,56,"AG Weser, Bremen",0
870,U-870,IXC/40,8/25/1941,4/29/1943,02/03/44,10/29/1943,3/30/1945,Sunk,0,,,0,"AG Weser, Bremen",2
871,U-871,IXD2,8/25/1941,11/14/1942,1/15/1944,09/07/43,9/26/1944,Sunk,0,43.18,-36.28,69,"AG Weser, Bremen",0
872,U-872,IXD2,8/25/1941,12/23/1942,02/10/44,10/20/1943,7/29/1944,Damaged,0,,,1,"AG Weser, Bremen",0
873,U-873,IXD2,8/25/1941,2/17/1943,03/01/44,11/11/43,5/16/1945,Surrendered,0,,,0,"AG Weser, Bremen",0
874,U-874,IXD2,8/25/1941,3/17/1943,04/08/44,12/21/1943,05/09/45,Surrendered,0,,,0,"AG Weser, Bremen",0
875,U-875,IXD2,8/25/1941,05/11/43,4/21/1944,2/16/1944,05/09/45,Surrendered,0,,,0,"AG Weser, Bremen",0
876,U-876,IXD2,8/25/1941,06/05/43,5/24/1944,2/29/1944,04/09/45,Damaged,0,,,0,"AG Weser, Bremen",0
877,U-877,IXC/40,04/02/42,5/22/1943,3/24/1944,12/10/43,12/27/1944,Sunk,56,46.25,-36.38,0,"AG Weser, Bremen",0
878,U-878,IXC/40,04/02/42,6/16/1943,4/14/1944,01/06/44,04/10/45,Sunk,0,47.35,-10.33,51,"AG Weser, Bremen",0
879,U-879,IXC/40,04/02/42,6/26/1943,4/19/1944,01/11/44,4/30/1945,Sunk,0,36.34,-74,52,"AG Weser, Bremen",1
880,U-880,IXC/40,04/02/42,7/17/1943,05/11/44,02/10/44,4/16/1945,Sunk,0,47.18,-30.26,49,"AG Weser, Bremen",0
881,U-881,IXC/40,04/02/42,08/07/43,5/27/1944,03/04/44,05/06/45,Sunk,0,43.18,-47.44,53,"AG Weser, Bremen",0
883,U-883,IXD/42,04/02/42,7/27/1943,3/27/1945,4/28/1944,05/05/45,Surrendered,0,,,0,"AG Weser, Bremen",0
889,U-889,IXC/40,04/02/42,9/13/1943,08/04/44,04/05/44,5/13/1945,Surrendered,0,43.32,-65.12,0,"AG Weser, Bremen",0
